seiseki_id,kyouka_id,tokuten,hyoutei
18,38,0,
18,39,0,
18,40,0,
18,41,0,
19,1,0,
19,2,0,
19,3,0,
19,4,0,
19,5,0,
19,6,0,
19,7,0,
19,8,0,
19,9,0,
20,1,0,
20,2,0,
20,3,0,
20,4,0,
20,5,0,
20,6,0,
20,7,0,
20,8,0,
20,9,0,
21,1,0,
21,2,0,
21,3,0,
21,4,0,
21,5,0,
21,6,0,
21,7,0,
21,8,0,
21,9,0,
22,10,0,
22,11,0,
22,12,0,
22,13,0,
22,14,0,
22,15,0,
22,16,0,
22,17,0,
22,18,0,
22,19,0,
22,20,0,
22,21,0,
22,22,0,
22,23,0,
22,24,0,
22,25,0,
22,26,0,
23,10,0,
23,11,0,
23,12,0,
23,13,0,
23,14,0,
23,15,0,
23,16,0,
23,17,0,
23,18,0,
23,19,0,
23,20,0,
23,21,0,
23,22,0,
23,23,0,
23,24,0,
23,25,0,
23,26,0,
24,10,0,
24,11,0,
24,12,0,
24,13,0,
24,14,0,
24,15,0,
24,16,0,
24,17,0,
24,18,0,
24,19,0,
24,20,0,
24,21,0,
24,22,0,
24,23,0,
24,24,0,
24,25,0,
24,26,0,
25,27,0,
25,28,0,
25,29,0,
25,30,0,
25,31,0,
25,32,0,
25,33,0,
25,34,0,
25,35,0,
25,36,0,
25,37,0,
25,38,0,
25,39,0,
25,40,0,
25,41,0,
26,27,0,
26,28,0,
26,29,0,
26,30,0,
26,31,0,
26,32,0,
26,33,0,
26,34,0,
26,35,0,
26,36,0,
26,37,0,
26,38,0,
26,39,0,
26,40,0,
26,41,0,
27,27,0,
27,28,0,
27,29,0,
27,30,0,
27,31,0,
27,32,0,
27,33,0,
27,34,0,
27,35,0,
27,36,0,
27,37,0,
27,38,0,
27,39,0,
27,40,0,
27,41,0,
28,1,0,
28,2,0,
28,3,0,
28,4,0,
28,5,0,
28,6,0,
28,7,0,
28,8,0,
28,9,0,
29,1,0,
29,2,0,
29,3,0,
29,4,0,
29,5,0,
29,6,0,
29,7,0,
29,8,0,
29,9,0,
30,1,0,
30,2,0,
30,3,0,
30,4,0,
30,5,0,
30,6,0,
30,7,0,
30,8,0,
30,9,0,
31,10,0,
31,11,0,
31,12,0,
31,13,0,
31,14,0,
31,15,0,
31,16,0,
31,17,0,
31,18,0,
31,19,0,
31,20,0,
31,21,0,
31,22,0,
31,23,0,
31,24,0,
31,25,0,
31,26,0,
32,10,0,
32,11,0,
32,12,0,
32,13,0,
32,14,0,
32,15,0,
32,16,0,
32,17,0,
32,18,0,
32,19,0,
32,20,0,
32,21,0,
32,22,0,
32,23,0,
32,24,0,
32,25,0,
32,26,0,
33,10,0,
33,11,0,
33,12,0,
33,13,0,
33,14,0,
33,15,0,
33,16,0,
33,17,0,
33,18,0,
33,19,0,
33,20,0,
33,21,0,
33,22,0,
33,23,0,
33,24,0,
33,25,0,
33,26,0,
34,27,0,
34,28,0,
34,29,0,
34,30,0,
34,31,0,
34,32,0,
34,33,0,
34,34,0,
34,35,0,
34,36,0,
34,37,0,
34,38,0,
34,39,0,
34,40,0,
34,41,0,
35,27,0,
35,28,0,
35,29,0,
35,30,0,
35,31,0,
35,32,0,
35,33,0,
35,34,0,
35,35,0,
35,36,0,
35,37,0,
35,38,0,
35,39,0,
35,40,0,
35,41,0,
36,27,0,
36,28,0,
36,29,0,
36,30,0,
36,31,0,
36,32,0,
36,33,0,
36,34,0,
36,35,0,
36,36,0,
36,37,0,
36,38,0,
36,39,0,
36,40,0,
36,41,0,
37,1,0,
37,2,0,
37,3,0,
37,4,0,
37,5,0,
37,6,0,
37,7,0,
37,8,0,
37,9,0,
38,1,0,
38,2,0,
38,3,0,
38,4,0,
38,5,0,
38,6,0,
38,7,0,
38,8,0,
38,9,0,
39,1,0,
39,2,0,
39,3,0,
39,4,0,
39,5,0,
39,6,0,
39,7,0,
39,8,0,
39,9,0,
40,10,0,
40,11,0,
40,12,0,
40,13,0,
40,14,0,
40,15,0,
40,16,0,
40,17,0,
40,18,0,
40,19,0,
40,20,0,
40,21,0,
40,22,0,
40,23,0,
40,24,0,
40,25,0,
40,26,0,
41,10,0,
41,11,0,
41,12,0,
41,13,0,
41,14,0,
41,15,0,
41,16,0,
41,17,0,
41,18,0,
41,19,0,
41,20,0,
41,21,0,
41,22,0,
41,23,0,
41,24,0,
41,25,0,
41,26,0,
42,10,0,
42,11,0,
42,12,0,
42,13,0,
42,14,0,
42,15,0,
42,16,0,
42,17,0,
42,18,0,
42,19,0,
42,20,0,
42,21,0,
42,22,0,
42,23,0,
42,24,0,
42,25,0,
42,26,0,
43,27,0,
43,28,0,
43,29,0,
43,30,0,
43,31,0,
43,32,0,
43,33,0,
43,34,0,
43,35,0,
43,36,0,
43,37,0,
43,38,0,
43,39,0,
43,40,0,
43,41,0,
44,27,0,
44,28,0,
44,29,0,
44,30,0,
44,31,0,
44,32,0,
44,33,0,
44,34,0,
44,35,0,
44,36,0,
44,37,0,
44,38,0,
44,39,0,
44,40,0,
44,41,0,
45,27,0,
45,28,0,
45,29,0,
45,30,0,
45,31,0,
45,32,0,
45,33,0,
45,34,0,
45,35,0,
45,36,0,
45,37,0,
45,38,0,
45,39,0,
45,40,0,
45,41,0,
46,1,0,
46,2,0,
46,3,0,
46,4,0,
46,5,0,
46,6,0,
46,7,0,
46,8,0,
46,9,0,
47,1,0,
47,2,0,
47,3,0,
47,4,0,
47,5,0,
47,6,0,
47,7,0,
47,8,0,
47,9,0,
48,1,0,
48,2,0,
48,3,0,
48,4,0,
48,5,0,
48,6,0,
48,7,0,
48,8,0,
48,9,0,
49,10,0,
49,11,0,
49,12,0,
49,13,0,
49,14,0,
49,15,0,
49,16,0,
49,17,0,
49,18,0,
49,19,0,
49,20,0,
49,21,0,
49,22,0,
49,23,0,
49,24,0,
49,25,0,
49,26,0,
50,10,0,
50,11,0,
50,12,0,
50,13,0,
50,14,0,
50,15,0,
50,16,0,
50,17,0,
50,18,0,
50,19,0,
50,20,0,
50,21,0,
50,22,0,
50,23,0,
50,24,0,
50,25,0,
50,26,0,
51,10,0,
51,11,0,
51,12,0,
51,13,0,
51,14,0,
51,15,0,
51,16,0,
51,17,0,
51,18,0,
51,19,0,
51,20,0,
51,21,0,
51,22,0,
51,23,0,
51,24,0,
51,25,0,
51,26,0,
52,27,0,
52,28,0,
52,29,0,
52,30,0,
52,31,0,
52,32,0,
52,33,0,
52,34,0,
52,35,0,
52,36,0,
52,37,0,
52,38,0,
52,39,0,
52,40,0,
52,41,0,
53,27,0,
53,28,0,
53,29,0,
53,30,0,
53,31,0,
53,32,0,
53,33,0,
53,34,0,
53,35,0,
53,36,0,
53,37,0,
53,38,0,
53,39,0,
53,40,0,
53,41,0,
54,27,0,
54,28,0,
54,29,0,
54,30,0,
54,31,0,
54,32,0,
54,33,0,
54,34,0,
54,35,0,
54,36,0,
54,37,0,
54,38,0,
54,39,0,
54,40,0,
54,41,0,
55,1,0,
55,2,0,
55,3,0,
55,4,0,
55,5,0,
55,6,0,
55,7,0,
55,8,0,
55,9,0,
56,1,0,
56,2,0,
56,3,0,
56,4,0,
56,5,0,
56,6,0,
56,7,0,
56,8,0,
56,9,0,
57,1,0,
57,2,0,
57,3,0,
57,4,0,
57,5,0,
57,6,0,
57,7,0,
57,8,0,
57,9,0,
58,10,0,
58,11,0,
58,12,0,
58,13,0,
58,14,0,
58,15,0,
58,16,0,
58,17,0,
58,18,0,
58,19,0,
58,20,0,
58,21,0,
58,22,0,
58,23,0,
58,24,0,
58,25,0,
58,26,0,
59,10,0,
59,11,0,
59,12,0,
59,13,0,
59,14,0,
59,15,0,
59,16,0,
59,17,0,
59,18,0,
59,19,0,
59,20,0,
59,21,0,
59,22,0,
59,23,0,
59,24,0,
59,25,0,
59,26,0,
60,10,0,
60,11,0,
60,12,0,
60,13,0,
60,14,0,
60,15,0,
60,16,0,
60,17,0,
60,18,0,
60,19,0,
60,20,0,
60,21,0,
60,22,0,
60,23,0,
60,24,0,
60,25,0,
60,26,0,
61,27,0,
61,28,0,
61,29,0,
61,30,0,
61,31,0,
61,32,0,
61,33,0,
61,34,0,
61,35,0,
61,36,0,
61,37,0,
61,38,0,
61,39,0,
61,40,0,
61,41,0,
62,27,0,
62,28,0,
62,29,0,
62,30,0,
62,31,0,
62,32,0,
62,33,0,
62,34,0,
62,35,0,
62,36,0,
62,37,0,
62,38,0,
62,39,0,
62,40,0,
62,41,0,
63,27,0,
63,28,0,
63,29,0,
63,30,0,
63,31,0,
63,32,0,
63,33,0,
63,34,0,
63,35,0,
63,36,0,
63,37,0,
63,38,0,
63,39,0,
63,40,0,
63,41,0,
64,1,0,
64,2,0,
64,3,0,
64,4,0,
64,5,0,
64,6,0,
64,7,0,
64,8,0,
64,9,0,
65,1,0,
65,2,0,
65,3,0,
65,4,0,
65,5,0,
65,6,0,
65,7,0,
65,8,0,
65,9,0,
66,1,0,
66,2,0,
66,3,0,
66,4,0,
66,5,0,
66,6,0,
66,7,0,
66,8,0,
66,9,0,
67,10,0,
67,11,0,
67,12,0,
67,13,0,
67,14,0,
67,15,0,
67,16,0,
67,17,0,
67,18,0,
67,19,0,
67,20,0,
67,21,0,
67,22,0,
67,23,0,
67,24,0,
67,25,0,
67,26,0,
68,10,0,
68,11,0,
68,12,0,
68,13,0,
68,14,0,
68,15,0,
68,16,0,
68,17,0,
68,18,0,
68,19,0,
68,20,0,
68,21,0,
68,22,0,
68,23,0,
68,24,0,
68,25,0,
68,26,0,
69,10,0,
69,11,0,
69,12,0,
69,13,0,
69,14,0,
69,15,0,
69,16,0,
69,17,0,
69,18,0,
69,19,0,
69,20,0,
69,21,0,
69,22,0,
69,23,0,
69,24,0,
69,25,0,
69,26,0,
70,27,0,
70,28,0,
70,29,0,
70,30,0,
70,31,0,
70,32,0,
70,33,0,
70,34,0,
70,35,0,
70,36,0,
70,37,0,
70,38,0,
70,39,0,
70,40,0,
70,41,0,
71,27,0,
71,28,0,
71,29,0,
71,30,0,
71,31,0,
71,32,0,
71,33,0,
71,34,0,
71,35,0,
71,36,0,
71,37,0,
71,38,0,
71,39,0,
71,40,0,
71,41,0,
72,27,0,
72,28,0,
72,29,0,
72,30,0,
72,31,0,
72,32,0,
72,33,0,
72,34,0,
72,35,0,
72,36,0,
72,37,0,
72,38,0,
72,39,0,
72,40,0,
72,41,0,
73,1,0,
73,2,0,
73,3,0,
73,4,0,
73,5,0,
73,6,0,
73,7,0,
73,8,0,
73,9,0,
74,1,0,
74,2,0,
74,3,0,
74,4,0,
74,5,0,
74,6,0,
74,7,0,
74,8,0,
74,9,0,
75,1,0,
75,2,0,
75,3,0,
75,4,0,
75,5,0,
75,6,0,
75,7,0,
75,8,0,
75,9,0,
76,10,0,
76,11,0,
76,12,0,
76,13,0,
76,14,0,
76,15,0,
76,16,0,
76,17,0,
76,18,0,
76,19,0,
76,20,0,
76,21,0,
76,22,0,
76,23,0,
76,24,0,
76,25,0,
76,26,0,
77,10,0,
77,11,0,
77,12,0,
77,13,0,
77,14,0,
77,15,0,
77,16,0,
77,17,0,
77,18,0,
77,19,0,
77,20,0,
77,21,0,
77,22,0,
77,23,0,
77,24,0,
77,25,0,
77,26,0,
78,10,0,
78,11,0,
78,12,0,
78,13,0,
78,14,0,
78,15,0,
78,16,0,
78,17,0,
78,18,0,
78,19,0,
78,20,0,
78,21,0,
78,22,0,
78,23,0,
78,24,0,
78,25,0,
78,26,0,
79,27,0,
79,28,0,
79,29,0,
79,30,0,
79,31,0,
79,32,0,
79,33,0,
79,34,0,
79,35,0,
79,36,0,
79,37,0,
79,38,0,
79,39,0,
79,40,0,
79,41,0,
80,27,0,
80,28,0,
80,29,0,
80,30,0,
80,31,0,
80,32,0,
80,33,0,
80,34,0,
80,35,0,
80,36,0,
80,37,0,
80,38,0,
80,39,0,
80,40,0,
80,41,0,
81,27,0,
81,28,0,
81,29,0,
81,30,0,
81,31,0,
81,32,0,
81,33,0,
81,34,0,
81,35,0,
81,36,0,
81,37,0,
81,38,0,
81,39,0,
81,40,0,
81,41,0,
82,1,0,
82,2,0,
82,3,0,
82,4,0,
82,5,0,
82,6,0,
82,7,0,
82,8,0,
82,9,0,
83,1,0,
83,2,0,
83,3,0,
83,4,0,
83,5,0,
83,6,0,
83,7,0,
83,8,0,
83,9,0,
84,1,0,
84,2,0,
84,3,0,
84,4,0,
84,5,0,
84,6,0,
84,7,0,
84,8,0,
84,9,0,
85,10,0,
85,11,0,
85,12,0,
85,13,0,
85,14,0,
85,15,0,
85,16,0,
85,17,0,
85,18,0,
85,19,0,
85,20,0,
85,21,0,
85,22,0,
85,23,0,
85,24,0,
85,25,0,
85,26,0,
86,10,0,
86,11,0,
86,12,0,
86,13,0,
86,14,0,
86,15,0,
86,16,0,
86,17,0,
86,18,0,
86,19,0,
86,20,0,
86,21,0,
86,22,0,
86,23,0,
86,24,0,
86,25,0,
86,26,0,
87,10,0,
87,11,0,
87,12,0,
87,13,0,
87,14,0,
87,15,0,
87,16,0,
87,17,0,
87,18,0,
87,19,0,
87,20,0,
87,21,0,
87,22,0,
87,23,0,
87,24,0,
87,25,0,
87,26,0,
88,27,0,
88,28,0,
88,29,0,
88,30,0,
88,31,0,
88,32,0,
88,33,0,
88,34,0,
88,35,0,
88,36,0,
88,37,0,
88,38,0,
88,39,0,
88,40,0,
88,41,0,
89,27,0,
89,28,0,
89,29,0,
89,30,0,
89,31,0,
89,32,0,
89,33,0,
89,34,0,
89,35,0,
89,36,0,
89,37,0,
89,38,0,
89,39,0,
89,40,0,
89,41,0,
90,27,0,
90,28,0,
90,29,0,
90,30,0,
90,31,0,
90,32,0,
90,33,0,
90,34,0,
90,35,0,
90,36,0,
90,37,0,
90,38,0,
90,39,0,
90,40,0,
90,41,0,
91,1,0,
91,2,0,
91,3,0,
91,4,0,
91,5,0,
91,6,0,
91,7,0,
91,8,0,
91,9,0,
92,1,0,
92,2,0,
92,3,0,
92,4,0,
92,5,0,
92,6,0,
92,7,0,
92,8,0,
92,9,0,
93,1,0,
93,2,0,
93,3,0,
93,4,0,
93,5,0,
93,6,0,
93,7,0,
93,8,0,
93,9,0,
94,10,0,
94,11,0,
94,12,0,
94,13,0,
94,14,0,
94,15,0,
94,16,0,
94,17,0,
94,18,0,
94,19,0,
94,20,0,
94,21,0,
94,22,0,
94,23,0,
94,24,0,
94,25,0,
94,26,0,
95,10,0,
95,11,0,
95,12,0,
95,13,0,
95,14,0,
95,15,0,
95,16,0,
95,17,0,
95,18,0,
95,19,0,
95,20,0,
95,21,0,
95,22,0,
95,23,0,
95,24,0,
95,25,0,
95,26,0,
96,10,0,
96,11,0,
96,12,0,
96,13,0,
96,14,0,
96,15,0,
96,16,0,
96,17,0,
96,18,0,
96,19,0,
96,20,0,
96,21,0,
96,22,0,
96,23,0,
96,24,0,
96,25,0,
96,26,0,
97,27,0,
97,28,0,
97,29,0,
97,30,0,
97,31,0,
97,32,0,
97,33,0,
97,34,0,
97,35,0,
97,36,0,
97,37,0,
97,38,0,
97,39,0,
97,40,0,
97,41,0,
98,27,0,
98,28,0,
98,29,0,
98,30,0,
98,31,0,
98,32,0,
98,33,0,
98,34,0,
98,35,0,
98,36,0,
98,37,0,
98,38,0,
98,39,0,
98,40,0,
98,41,0,
99,27,0,
99,28,0,
99,29,0,
99,30,0,
99,31,0,
99,32,0,
99,33,0,
99,34,0,
99,35,0,
99,36,0,
99,37,0,
99,38,0,
99,39,0,
99,40,0,
99,41,0,
100,1,0,
100,2,0,
100,3,0,
100,4,0,
100,5,0,
100,6,0,
100,7,0,
100,8,0,
100,9,0,
101,1,0,
101,2,0,
101,3,0,
101,4,0,
101,5,0,
101,6,0,
101,7,0,
101,8,0,
101,9,0,
102,1,0,
102,2,0,
102,3,0,
102,4,0,
102,5,0,
102,6,0,
102,7,0,
102,8,0,
102,9,0,
103,10,0,
103,11,0,
103,12,0,
103,13,0,
103,14,0,
103,15,0,
103,16,0,
103,17,0,
103,18,0,
103,19,0,
103,20,0,
103,21,0,
103,22,0,
103,23,0,
103,24,0,
103,25,0,
103,26,0,
104,10,0,
104,11,0,
104,12,0,
104,13,0,
104,14,0,
104,15,0,
104,16,0,
104,17,0,
104,18,0,
104,19,0,
104,20,0,
104,21,0,
104,22,0,
104,23,0,
104,24,0,
104,25,0,
104,26,0,
105,10,0,
105,11,0,
105,12,0,
105,13,0,
105,14,0,
105,15,0,
105,16,0,
105,17,0,
105,18,0,
105,19,0,
105,20,0,
105,21,0,
105,22,0,
105,23,0,
105,24,0,
105,25,0,
105,26,0,
106,27,0,
106,28,0,
106,29,0,
106,30,0,
106,31,0,
106,32,0,
106,33,0,
106,34,0,
106,35,0,
106,36,0,
106,37,0,
106,38,0,
106,39,0,
106,40,0,
106,41,0,
107,27,0,
107,28,0,
107,29,0,
107,30,0,
107,31,0,
107,32,0,
107,33,0,
107,34,0,
107,35,0,
107,36,0,
107,37,0,
107,38,0,
107,39,0,
107,40,0,
107,41,0,
108,27,0,
108,28,0,
108,29,0,
108,30,0,
108,31,0,
108,32,0,
108,33,0,
108,34,0,
108,35,0,
108,36,0,
108,37,0,
108,38,0,
108,39,0,
108,40,0,
108,41,0,
109,1,0,
109,2,0,
109,3,0,
109,4,0,
109,5,0,
109,6,0,
109,7,0,
109,8,0,
109,9,0,
110,1,0,
110,2,0,
110,3,0,
110,4,0,
110,5,0,
110,6,0,
110,7,0,
110,8,0,
110,9,0,
111,1,0,
111,2,0,
111,3,0,
111,4,0,
111,5,0,
111,6,0,
111,7,0,
111,8,0,
111,9,0,
112,10,0,
112,11,0,
112,12,0,
112,13,0,
112,14,0,
112,15,0,
112,16,0,
112,17,0,
112,18,0,
112,19,0,
112,20,0,
112,21,0,
112,22,0,
112,23,0,
112,24,0,
112,25,0,
112,26,0,
113,10,0,
113,11,0,
113,12,0,
113,13,0,
113,14,0,
113,15,0,
113,16,0,
113,17,0,
113,18,0,
113,19,0,
113,20,0,
113,21,0,
113,22,0,
113,23,0,
113,24,0,
113,25,0,
113,26,0,
114,10,0,
114,11,0,
114,12,0,
114,13,0,
114,14,0,
114,15,0,
114,16,0,
114,17,0,
114,18,0,
114,19,0,
114,20,0,
114,21,0,
114,22,0,
114,23,0,
114,24,0,
114,25,0,
114,26,0,
115,27,0,
115,28,0,
115,29,0,
115,30,0,
115,31,0,
115,32,0,
115,33,0,
115,34,0,
115,35,0,
115,36,0,
115,37,0,
115,38,0,
115,39,0,
115,40,0,
115,41,0,
116,27,0,
116,28,0,
116,29,0,
116,30,0,
116,31,0,
116,32,0,
116,33,0,
116,34,0,
116,35,0,
116,36,0,
116,37,0,
116,38,0,
116,39,0,
116,40,0,
116,41,0,
117,27,0,
117,28,0,
117,29,0,
117,30,0,
117,31,0,
117,32,0,
117,33,0,
117,34,0,
117,35,0,
117,36,0,
117,37,0,
117,38,0,
117,39,0,
117,40,0,
117,41,0,
118,1,0,
118,2,0,
118,3,0,
118,4,0,
118,5,0,
118,6,0,
118,7,0,
118,8,0,
118,9,0,
119,1,0,
119,2,0,
119,3,0,
119,4,0,
119,5,0,
119,6,0,
119,7,0,
119,8,0,
119,9,0,
120,1,0,
120,2,0,
120,3,0,
120,4,0,
120,5,0,
120,6,0,
120,7,0,
120,8,0,
120,9,0,
121,10,0,
121,11,0,
121,12,0,
121,13,0,
121,14,0,
121,15,0,
121,16,0,
121,17,0,
121,18,0,
121,19,0,
121,20,0,
121,21,0,
121,22,0,
121,23,0,
121,24,0,
121,25,0,
121,26,0,
122,10,0,
122,11,0,
122,12,0,
122,13,0,
122,14,0,
122,15,0,
122,16,0,
122,17,0,
122,18,0,
122,19,0,
122,20,0,
122,21,0,
122,22,0,
122,23,0,
122,24,0,
122,25,0,
122,26,0,
123,10,0,
123,11,0,
123,12,0,
123,13,0,
123,14,0,
123,15,0,
123,16,0,
123,17,0,
123,18,0,
123,19,0,
123,20,0,
123,21,0,
123,22,0,
123,23,0,
123,24,0,
123,25,0,
123,26,0,
124,27,0,
124,28,0,
124,29,0,
124,30,0,
124,31,0,
124,32,0,
124,33,0,
124,34,0,
124,35,0,
124,36,0,
124,37,0,
124,38,0,
124,39,0,
124,40,0,
124,41,0,
125,27,0,
125,28,0,
125,29,0,
125,30,0,
125,31,0,
125,32,0,
125,33,0,
125,34,0,
125,35,0,
125,36,0,
125,37,0,
125,38,0,
125,39,0,
125,40,0,
125,41,0,
126,27,0,
126,28,0,
126,29,0,
126,30,0,
126,31,0,
126,32,0,
126,33,0,
126,34,0,
126,35,0,
126,36,0,
126,37,0,
126,38,0,
126,39,0,
126,40,0,
126,41,0,
127,1,0,
127,2,0,
127,3,0,
127,4,0,
127,5,0,
127,6,0,
127,7,0,
127,8,0,
127,9,0,
128,1,0,
128,2,0,
128,3,0,
128,4,0,
128,5,0,
128,6,0,
128,7,0,
128,8,0,
128,9,0,
129,1,0,
129,2,0,
129,3,0,
129,4,0,
129,5,0,
129,6,0,
129,7,0,
129,8,0,
129,9,0,
130,10,0,
130,11,0,
130,12,0,
130,13,0,
130,14,0,
130,15,0,
130,16,0,
130,17,0,
130,18,0,
130,19,0,
130,20,0,
130,21,0,
130,22,0,
130,23,0,
130,24,0,
130,25,0,
130,26,0,
131,10,0,
131,11,0,
131,12,0,
131,13,0,
131,14,0,
131,15,0,
131,16,0,
131,17,0,
131,18,0,
131,19,0,
131,20,0,
131,21,0,
131,22,0,
131,23,0,
131,24,0,
131,25,0,
131,26,0,
132,10,0,
132,11,0,
132,12,0,
132,13,0,
132,14,0,
132,15,0,
132,16,0,
132,17,0,
132,18,0,
132,19,0,
132,20,0,
132,21,0,
132,22,0,
132,23,0,
132,24,0,
132,25,0,
132,26,0,
133,27,0,
133,28,0,
133,29,0,
133,30,0,
133,31,0,
133,32,0,
133,33,0,
133,34,0,
133,35,0,
133,36,0,
133,37,0,
133,38,0,
133,39,0,
133,40,0,
133,41,0,
134,27,0,
134,28,0,
134,29,0,
134,30,0,
134,31,0,
134,32,0,
134,33,0,
134,34,0,
134,35,0,
134,36,0,
134,37,0,
134,38,0,
134,39,0,
134,40,0,
134,41,0,
135,27,0,
135,28,0,
135,29,0,
135,30,0,
135,31,0,
135,32,0,
135,33,0,
135,34,0,
135,35,0,
135,36,0,
135,37,0,
135,38,0,
135,39,0,
135,40,0,
135,41,0,
136,1,0,
136,2,0,
136,3,0,
136,4,0,
136,5,0,
136,6,0,
136,7,0,
136,8,0,
136,9,0,
137,1,0,
137,2,0,
137,3,0,
137,4,0,
137,5,0,
137,6,0,
137,7,0,
137,8,0,
137,9,0,
138,1,0,
138,2,0,
138,3,0,
138,4,0,
138,5,0,
138,6,0,
138,7,0,
138,8,0,
138,9,0,
139,10,0,
139,11,0,
139,12,0,
139,13,0,
139,14,0,
139,15,0,
139,16,0,
139,17,0,
139,18,0,
139,19,0,
139,20,0,
139,21,0,
139,22,0,
139,23,0,
139,24,0,
139,25,0,
139,26,0,
140,10,0,
140,11,0,
140,12,0,
140,13,0,
140,14,0,
140,15,0,
140,16,0,
140,17,0,
140,18,0,
140,19,0,
140,20,0,
140,21,0,
140,22,0,
140,23,0,
140,24,0,
140,25,0,
140,26,0,
141,10,0,
141,11,0,
141,12,0,
141,13,0,
141,14,0,
141,15,0,
141,16,0,
141,17,0,
141,18,0,
141,19,0,
141,20,0,
141,21,0,
141,22,0,
141,23,0,
141,24,0,
141,25,0,
141,26,0,
142,27,0,
142,28,0,
142,29,0,
142,30,0,
142,31,0,
142,32,0,
142,33,0,
142,34,0,
142,35,0,
142,36,0,
142,37,0,
142,38,0,
142,39,0,
142,40,0,
142,41,0,
143,27,0,
143,28,0,
143,29,0,
143,30,0,
143,31,0,
143,32,0,
143,33,0,
143,34,0,
143,35,0,
143,36,0,
143,37,0,
143,38,0,
143,39,0,
143,40,0,
143,41,0,
144,27,0,
144,28,0,
144,29,0,
144,30,0,
144,31,0,
144,32,0,
144,33,0,
144,34,0,
144,35,0,
144,36,0,
144,37,0,
144,38,0,
144,39,0,
144,40,0,
144,41,0,
145,1,0,
145,2,0,
145,3,0,
145,4,0,
145,5,0,
145,6,0,
145,7,0,
145,8,0,
145,9,0,
146,1,0,
146,2,0,
146,3,0,
146,4,0,
146,5,0,
146,6,0,
146,7,0,
146,8,0,
146,9,0,
147,1,0,
147,2,0,
147,3,0,
